id,chapter,type,stem
COMP-0254,第三章 操作系统,单项选择题,43. 下列关于 Windows的描述中，错误的是 ( ) 。
COMP-0255,第三章 操作系统,单项选择题,44. 在 Windows操作系统中， 文件的属性不包含 ( ) 。
COMP-0256,第三章 操作系统,单项选择题,45. 通过按下键盘上的 ( )按键可以将屏幕桌面复制到剪贴板。
COMP-0257,第三章 操作系统,单项选择题,46. Windows 中关于文件属性描述正确的是 ( ) 。
COMP-0258,第三章 操作系统,单项选择题,47. 计算机操作系统的主要功能是 ( )。
COMP-0259,第三章 操作系统,单项选择题,48. 微机上广泛使用的 Windows 是 ( ) 。
COMP-0260,第三章 操作系统,单项选择题,49. 下列说法正确的是 ( )。
COMP-0261,第三章 操作系统,判断题,1. 普遍认为操作系统是管理软硬件系统、改善人机界面、合理组织计算机工作编程和为用户使用计算机提供良好的运行环境的一种系统软件。
COMP-0262,第三章 操作系统,判断题,2. Windows操作系统具有“即插即用”的特点，所以可以支持所有的硬件设备。
COMP-0263,第三章 操作系统,判断题,3. Windows7桌面上的“计算机”只能管理硬件设备，不能管理软件。
COMP-0264,第三章 操作系统,判断题,4. 文件或文件夹的属性设置为只读，则该文件或文件夹不可以编辑存盘，但可以将其删除。
COMP-0265,第三章 操作系统,判断题,5. 通过对磁盘进行磁盘碎片整理，不能提高文件的读取速度。
COMP-0266,第三章 操作系统,判断题,6. 磁盘碎片指的是磁盘因为长期使用而产生的不可再用的物理缺陷，应及时清理。
COMP-0267,第三章 操作系统,判断题,7. 文件存放在磁盘中，既可以存放在磁盘的根目录下，也可以存放到某一个文件夹中。
COMP-0268,第三章 操作系统,判断题,8. 对文件重命名时，如果没有显示其扩展名，此时只能修改主文件名。
COMP-0269,第三章 操作系统,判断题,9. 为了系统安全， Windows7只支持NTFS文件格式。
COMP-0270,第三章 操作系统,填空题,1. 计算机中系统软件的核心是________________，它主要用来控制和管理计算机的所有软硬件资源。
COMP-0272,第三章 操作系统,填空题,3. ________________是直接运行在裸机上的最基本的系统软件，且任何其他软件必须在它的支持下才能运行。
COMP-0273,第三章 操作系统,填空题,4. 文件夹的命名同文件的命名规则相同，从根目录开始，所有层次的文件夹形成了一个__________________ 的组织结构。
COMP-0275,第三章 操作系统,填空题,6. 在Windows的“________________ ”对话框中的“进程”选项卡中，显示了所有当前正在运行的进程，包括应用程序、后台服务等，那些隐藏在系统底层深处的病毒程序和木马程序都可以在这里找到。
COMP-0276,第三章 操作系统,简答题,1. 简述操作系统的功能。
COMP-0279,第四章 办公自动化,单项选择题,1. 在Word 的编辑状态打开了一个文档，对文档进行修改后，当“关闭”文档后， ( )。
COMP-0280,第四章 办公自动化,单项选择题,2. 在 Word 中，文件模版的默认扩展名是 ( )。
COMP-0281,第四章 办公自动化,单项选择题,3. 在 Word 编辑状态，可以使插入点快速移到文档首部的组合键是 ( )。
COMP-0283,第四章 办公自动化,单项选择题,5. 在 Word中，选择一段文字的方法是将光标定位于待选段落中，然后 ( )。
COMP-0284,第四章 办公自动化,单项选择题,6. 在 Word 中，选定一行文本的最方便快捷的方式是 ( )。
COMP-0285,第四章 办公自动化,单项选择题,7. 在Word中，欲把整篇文档中的“计算机”全部删除，最简单的办法是使用“开始”选项卡的“编辑”组中的 ( )命令。
COMP-0286,第四章 办公自动化,单项选择题,8. 在Word 的操作叙述中， 正确的是 ( ) 。
COMP-0287,第四章 办公自动化,单项选择题,9. 在Word中， 要将文档中的“computer”换成“计算机”， 打开“查找和替换”对话框， 在“查找内容”栏里输入“computer”后， 下一步操作是 ( ) 。
COMP-0288,第四章 办公自动化,单项选择题,10. Word 中常用工具栏上 、按钮的作用是 ( ) 。
COMP-0289,第四章 办公自动化,单项选择题,11. 在 Word 中，编辑英文文本时经常会出现红色波浪线，表示 ( )。
COMP-0290,第四章 办公自动化,单项选择题,12. 在 Word编辑中，若需要自动更正经常输错的单词，应使用 ( )功能。
COMP-0291,第四章 办公自动化,单项选择题,13. 在 Word的“字体”对话框中， 不可设定文字的 ( ) 。
COMP-0292,第四章 办公自动化,单项选择题,14. 任意调整 Word 应用程序窗口的“垂直标尺”或“水平标尺”( ) 。
COMP-0293,第四章 办公自动化,单项选择题,15. 在 Word 中， 按回车键时产生一个 ( ) 。
COMP-0294,第四章 办公自动化,单项选择题,16. 在Word中，段落格式的“缩进”表示文本相对于文本边界向页内或页外缩进的一段距离，段落缩进后文本相对打印纸边界的距离等于 ( )。
COMP-0295,第四章 办公自动化,单项选择题,17. 在 Word 中，编辑文本时可以使用 ( )复制文本的格式。
COMP-0296,第四章 办公自动化,单项选择题,18. 通过 ( )操作可以方便地将一个 Word 文档中所有数字设为红色。
COMP-0297,第四章 办公自动化,单项选择题,19. 在 Word 中， 选定整个表格后， 接 Delete键， 可以 ( ) 。
COMP-0298,第四章 办公自动化,单项选择题,20. 在 Word 中，若想要绘制一个标准的圆，应该先选择椭圆工具，再按住 ( )键，然后拖动鼠标。
COMP-0299,第四章 办公自动化,单项选择题,21. 关于 Word 中的文本框，下列说法不正确的是 ( )。
COMP-0300,第四章 办公自动化,单项选择题,22. 在 Word中打印文档时，打印第1，3，9及5至7页，在打印命令中“页码范围”栏应输入 ( )。
COMP-0301,第四章 办公自动化,单项选择题,23. 一位同学正在撰写毕业论文，并且要求只用 A4规格的纸输出，在打印预览中，发现最后一页只有一行，她想把这一行提到上一页，最好的办法是 ( )。
COMP-0302,第四章 办公自动化,单项选择题,24. 每年的春节，公司要发大量内容相同的节日祝福信，只是信中的称呼不一样，为了不做重复的编辑工作、提高效率，可用以下 ( )功能实现。
COMP-0303,第四章 办公自动化,单项选择题,25. 在 Word 中，现有前后两段落且段落格式也不同，当删除前一个段落标记时，下列说法正确的是 ( )。
COMP-0304,第四章 办公自动化,单项选择题,26. 使用 ( )键，可以将光标快速移至文档尾部。
COMP-0306,第四章 办公自动化,单项选择题,28. Word 中， 默认汉字字号是 ( ) 。
COMP-0307,第四章 办公自动化,单项选择题,29. 关于 Word中“自动更正”的说法， 错误的是 ( ) 。
COMP-0309,第四章 办公自动化,单项选择题,31. 在 Word 中，通过鼠标拖动操作复制文本时，应在拖动所选定文本的同时按住 ( )键。
COMP-0310,第四章 办公自动化,单项选择题,32. 关于格式刷说法正确的是 ( )。
COMP-0311,第四章 办公自动化,单项选择题,33. 在 Word 中， 插入图片的默认版式为 ( ) 。
COMP-0312,第四章 办公自动化,单项选择题,34. 在Word中，执行菜单栏中“插入”→“首字下沉”命令，弹出“首字下沉”下拉菜单，其中选项中 A是指 ( )位置类型。
COMP-0314,第四章 办公自动化,单项选择题,36. 如图4-1所示，在 Word 中插入图形后设置的文字环绕效果分别为 ( )。
COMP-0315,第四章 办公自动化,单项选择题,37. 有关标尺的作用，下面说法正确的是 ( )。
COMP-0316,第四章 办公自动化,单项选择题,38. 在 Word中，按住 ( )键不放，再拖动鼠标可选取矩形区域。
COMP-0317,第四章 办公自动化,单项选择题,39. 关于 Word 的定位功能，下列说法正确的是 ( )。
COMP-0320,第四章 办公自动化,单项选择题,42. 将插入点定位于句子“飞流直下三千尺”中的“直”与“下”之间，按一下 Delete键，则该句子 ( )。
COMP-0325,第四章 办公自动化,单项选择题,47. 下列关于 Word的叙述， 错误的是 ( ) 。
COMP-0326,第四章 办公自动化,单项选择题,48. 在 Word 2010中， 关于文档的保护， 下面 ( ) 叙述是错误的。
COMP-0327,第四章 办公自动化,单项选择题,49. 在 Word 2010中， 关于“引用”选项卡的功能， 下面 ( ) 叙述是错误的。
COMP-0328,第四章 办公自动化,单项选择题,50. 在 Word 2010中， 下面 ( ) 叙述是错误的。
COMP-0329,第四章 办公自动化,单项选择题,51. 在Word2010中， 下面 ( ) 叙述是错误的。
COMP-0330,第四章 办公自动化,单项选择题,52. Word 文档中插入分页符的操作是在 ( ) 。
COMP-0331,第四章 办公自动化,单项选择题,53. 在页眉或页码插入的日期域代码，在文档打印时 ( )。
COMP-0332,第四章 办公自动化,单项选择题,54. 在 Word 2010中， 有关表格的操作， ( ) 表述是错误的。
COMP-0333,第四章 办公自动化,单项选择题,55. Word 的查找和替换功能很强，不属于其中之一的是 ( )。
COMP-0334,第四章 办公自动化,判断题,1. 可以通过 Word 软件制作 Web网页。
COMP-0335,第四章 办公自动化,判断题,2. Word 文档中的段落与自然语言的段落有所区别。文档中的段落是指文档中两个硬回车之间的所有字符，其中包括了段落后面的回车符。
COMP-0339,第四章 办公自动化,判断题,6. Word 文档中插入的图片可以根据需要将图片四周多余的部分裁减掉。
COMP-0340,第四章 办公自动化,判断题,7. 在 Word 中，自绘图形和艺术字默认的插入方式是嵌入式。
COMP-0341,第四章 办公自动化,判断题,8. 在 Word 中，默认的对齐方式为居中对齐。
COMP-0343,第四章 办公自动化,判断题,10. 项目符号和编号都可以通过自定义的方法选择所需的样式种类。
COMP-0344,第四章 办公自动化,判断题,11. Word 中“段落”对话框提供了单倍、多倍、固定值、多倍行距等行间距供选择。
COMP-0346,第四章 办公自动化,判断题,13. 在一个段落中，任何一行都可以加上项目符号和编号。
COMP-0347,第四章 办公自动化,判断题,14. 在Word中， 可以直接用操作命令将图4-2 (1) 的表格转换为图4-2 (2) 所示的非表格形式。
COMP-0348,第四章 办公自动化,判断题,15. Word 的字数统计功能既能统计整篇文档，又能统计部分文档。
COMP-0349,第四章 办公自动化,判断题,16. 在Word中，设置字符间距就是保持字符的高度不变，将字符宽度增大或减少一定的比例。
COMP-0350,第四章 办公自动化,判断题,17. 在 Word 中为文字设置底纹时，可以填充颜色，不能设置图案样式。
COMP-0351,第四章 办公自动化,判断题,18. Smart Art 图形只能在PowerPoint2010 中应用， 而在 Word2010不能使用。
COMP-0352,第四章 办公自动化,判断题,19. Word 中只能对整篇文档进行分栏，不能对某段落设置分栏。
COMP-0353,第四章 办公自动化,判断题,20. 在Word2010中， 选择“插入”选项卡“文本”功能组的“对象”按钮的“文件中的文字”可以将另一文档插入到当前文档光标所在的位置。
COMP-0356,第四章 办公自动化,填空题,3. 软回车是用_________________+Enter 键产生，它换行但并不换段，前后两行文字在 Word 中属于同一“段”。
COMP-0359,第四章 办公自动化,填空题,6. 在Word中，选定文档内容之后，单击工具栏上的“复制”按钮，是将选定的内容复制到_________________ 。
COMP-0361,第四章 办公自动化,填空题,8. 在Word中，按 ____________________ 快捷键与工具栏上的保存按钮功能相同。
COMP-0362,第四章 办公自动化,填空题,9. 在Word文档编辑区中，要删除插入点左边的字符，应该按____________________ 键。
COMP-0364,第四章 办公自动化,填空题,11. Word中打印预览显示的内容和打印后的格式 ____________________ 。 (填“相同”或“不相同”)
COMP-0365,第四章 办公自动化,填空题,12. 在 Word 中，如果要选定较长的文档内容，可先将光标定位于其起始位置，再按住 ________________键，单击其结束位置即可。
COMP-0366,第四章 办公自动化,填空题,13. 在编辑 Word 文档时，输入的新字符总是覆盖当前光标后面的字符，则表示当前文档处于 ________________状态。
COMP-0367,第四章 办公自动化,填空题,14. 在Word中，左缩进用于控制整个段落的左缩进量__________________，缩进仅控制段落第一行的缩进量。
COMP-0368,第四章 办公自动化,填空题,15. 用 Word 编辑文档时，为了给文档中的文本提供解释，标注相关的参考资料，可用脚注对文档内容进行注释说明，用 ____________________ 对引用的文献进行说明。
COMP-0371,第四章 办公自动化,填空题,18. 要快速将插入点定位于长文档的某一页，例如第56页，最方便的操作方式为____________________ 。
COMP-0373,第四章 办公自动化,简答题,1. 请指出如图 4-3 所示标号处对应功能的名称。 (1)____________________(2) __________________ (3)__________________(4) _____________________ (5) __________________
COMP-0374,第四章 办公自动化,简答题,2. 某公司表彰大会需要邀请嘉宾参会，并为每位嘉宾发送邀请函。现有两个文档“嘉宾名单. xlsx”和“邀请函模板. docx”， 请利用Microsoft Word 为每位嘉宾制作一份邀请函， 简述邀请函的制作步骤。
COMP-0375,第四章 办公自动化,简答题,3. 简述为文档生成目录的步骤，并将目录和正文以两种页码格式排版。
COMP-0376,第四章 办公自动化,简答题,4. 如图4-4所示，在Word文档中插入图片和图形，进行格式设置后分别得到 (1) (2) (3)(4)处所示的效果图。请分别写出 (1) (2) (3) (4)处对图片进行的格式设置是什么。 (1) __________________________ (2)________________________(3)_
COMP-0377,第四章 办公自动化,简答题,5. Word中， 请写出如图4-5中 (1) (2) (3) (4) (5) 处各使用了哪些功能排版? (1)_________________________ (2) _________________________ (3) _________________________ (4) ______________
COMP-0378,第四章 办公自动化,单项选择题,1. 在启动Excel之初，在应用程序为用户建立的工作簿中，默认包含 ( )个工作表。
COMP-0379,第四章 办公自动化,单项选择题,2. 在Excel中，在工作表的一个单元格中输入文字时，默认的对齐方式是 ( )。
COMP-0380,第四章 办公自动化,单项选择题,3. 在Excel中， 如果要在当前工作表Sheet2 的 B2 单元格中计算工作表Sheet1 的 A1 单元格中的数据与工作表Sheet3 的 A1 单元格中的数据相加之和，应输入公式 ( )。
COMP-0381,第四章 办公自动化,单项选择题,4. 在Excel中， AND()函数属于下列函数中的哪一类 ( ) 。
COMP-0382,第四章 办公自动化,单项选择题,5. 在Excel中，下列运算符中优先级最高的是 ( )。
COMP-0383,第四章 办公自动化,单项选择题,6. Excel中， 公式“= AVER AGE( C3: C5)”等价于下面哪个公式 ( ) 。
COMP-0384,第四章 办公自动化,单项选择题,7. Excel中行标题用数字表示，列标题用字母表示，那么第3 行第 2 列的单元格地址表示为 ( )。
COMP-0385,第四章 办公自动化,单项选择题,8. 在Excel 中可以通过 ( )选项卡对所选单元格进行数据筛选，筛选出符合要求的数据。
COMP-0386,第四章 办公自动化,单项选择题,9. 已知某集团部分员工的工资情况如图4-6所示，在社保费用相同的情况下，为了能够快速算出所有员工的应付工资，下图中先将公式填写在了H3 单元格中，然后复制该公式到H 列其余单元格，计算出所有员工的工资，则在H3单元格中应该输入的计算公式为 ( )。
COMP-0387,第四章 办公自动化,单项选择题,10. 在Excel中套用表格格式后，会出现 ( )功能区选项卡。
COMP-0388,第四章 办公自动化,单项选择题,11. 在Excel 中，对于进行移动和复制工作表的操作，下面说法正确的是 ( )。
COMP-0389,第四章 办公自动化,单项选择题,12. 在Excel中，下列关于清除单元格的说法正确的是 ( )。
COMP-0390,第四章 办公自动化,单项选择题,13. Excel 中取消工作表的自动筛选后 ( ) 。
COMP-0391,第四章 办公自动化,单项选择题,14. 在 Excel 中， 输入当前时间可按组合键 ( ) 。
COMP-0392,第四章 办公自动化,单项选择题,15. Excel 中提供了许多预定义的表格格式，可以快速地格式化整个表格。如图4-7 所示的预定表格格式为 ( )。
COMP-0393,第四章 办公自动化,单项选择题,16. 在Excel中，下面关于分类汇总的叙述错误的是 ( )。
COMP-0394,第四章 办公自动化,单项选择题,17. 在Excel中， 创建图表时， 一般首先 ( ) 。
COMP-0395,第四章 办公自动化,单项选择题,18. 在Excel单元格引用中， B5:E7 包含 ( ) 。
COMP-0396,第四章 办公自动化,单项选择题,19. 关于分类汇总说法正确的是 ( )。
COMP-0397,第四章 办公自动化,单项选择题,20. Excel 中在一个单元格中输入数据为1.678E+05 ， 它与 ( ) 相等。
COMP-0398,第四章 办公自动化,单项选择题,21. 在Excel中， 运算符&的作用是 ( ) 。
COMP-0399,第四章 办公自动化,单项选择题,22. 在Excel 单元格中输入 ( ) ， 该单元格显示0.3。
COMP-0400,第四章 办公自动化,单项选择题,23. 在Excel中使用( )功能后，可以将如图4-8(1)所示的表格改为图4-8(2)所示的表格。
COMP-0401,第四章 办公自动化,单项选择题,24. 下列关于 Excel 的操作叙述错误的是 ( ) 。
COMP-0402,第四章 办公自动化,单项选择题,25. 在Excel中，如果删除的单元格是其他单元格的公式所引用的，这些公式将会显示( )。
COMP-0403,第四章 办公自动化,单项选择题,26. 在Excel中， 公式=SUM("3"，2，TRUE)计算结果为 ( ) 。
COMP-0404,第四章 办公自动化,单项选择题,27. 在Excel中， 工作簿由 ( ) 组成。
COMP-0405,第四章 办公自动化,单项选择题,28. 如果Excel中某单元格显示为“# DIV/0!”， 这表示 ( ) 。
COMP-0406,第四章 办公自动化,单项选择题,29. 在Excel 工作表中， 不能进行操作的是 ( ) 。
COMP-0407,第四章 办公自动化,单项选择题,30. 在Excel 中， 若要选定区域 A1: C5和 E3:G5， 应 ( ) 。
COMP-0408,第四章 办公自动化,单项选择题,31. 设 A1单元格的内容为10， B2单元格的内容为20， 在 C2单元格中输入“ B2- A1”， 按Enter键后， C2 单元格的内容是 ( ) 。
COMP-0409,第四章 办公自动化,单项选择题,32. 在Excel中，可使用 ( )功能来校验用户输入数据的有效性。
COMP-0410,第四章 办公自动化,单项选择题,33. 关于公式=AVERAGE(A2:C2 B1:B10)和公式=AVERAGE (A2:C2， B1:B10)， 下列说法正确的是 ( )。
COMP-0411,第四章 办公自动化,单项选择题,34. 已在Excel某工作表的F1、G1单元格中分别填入了3.5和4.5，并将这两个单元格选定，然后向左拖动填充柄，在E1、D1、C1中分别填入的数据是 ( )。
COMP-0412,第四章 办公自动化,单项选择题,35. 在Excel中，直接用鼠标左键拖动智能填充柄，不可以自动产生序列的数据是 ( )。
COMP-0413,第四章 办公自动化,单项选择题,36. 当在Excel中进行操作时， 若某单元格中出现“#V ALUE!”的信息时， 其含义是 ( ) 。
COMP-0414,第四章 办公自动化,单项选择题,37. 在Excel 中，关于记录的筛选，下列说法中正确的是 ( )。
COMP-0415,第四章 办公自动化,单项选择题,38. 在Excel 中，当前工作表中有一人事档案数据列表(包含编号、姓名、年龄、部门等字段)，如欲查询部门的平均年龄，以下最合适的方法是 ( )。
COMP-0416,第四章 办公自动化,单项选择题,39. 在Excel中，若E3单元格的值大于或等于60，则F3单元格显示为“及格”否则为“不及格”，那么F3单元格的公式为 ( ) 。
COMP-0417,第四章 办公自动化,单项选择题,40. Excel中选择一定的数据区域并建立嵌入式图表，下列说法错误的是 ( )。
COMP-0418,第四章 办公自动化,单项选择题,41. Excel的高级筛选中，条件区域中不同行的条件之间是 ( )。
COMP-0419,第四章 办公自动化,单项选择题,42. 函数 SUMIF( Al: Al2，">=100"， Gl:Gl2)的功能是 ( ) 。
COMP-0420,第四章 办公自动化,单项选择题,43. 在Excel电子表格中进行数据排序操作时，用户可以指定排序的“主要关键字”和“次要关键字”， 下面叙述正确的是 ( )。
COMP-0421,第四章 办公自动化,单项选择题,44. 在Excel 工作表中， 关于“插入行”的叙述正确的是 ( ) 。
COMP-0422,第四章 办公自动化,单项选择题,45. 在Excel 中创建图表以后，发现工作表中的数据有错误，需要对图表进行修改，应该 ( )。
COMP-0423,第四章 办公自动化,单项选择题,46. 如图4-9所示，在 Excel中想要将 A列中的一些文本快速地按需求拆分到其 B列的单元格中，可以进行的操作是 ( )。
COMP-0424,第四章 办公自动化,单项选择题,47. 如图4-10所示，在工作表中只显示某种型号车辆的记录并按销量大小排序，需要使用的命令是 ( )。
COMP-0425,第四章 办公自动化,单项选择题,48. 在Excel的默认状态下，若某一单元格输入的整数位数超过了11位，则该数值在单元格中显示为 ( )。
COMP-0426,第四章 办公自动化,单项选择题,49. 在Excel的“设置单元格格式”对话框中，不可以执行的操作是 ( )。
COMP-0427,第四章 办公自动化,单项选择题,50. 假设重庆理工大学21级有一位学生的学号是21141050301，请你将这个学号输入到当前单元格中，应输入 ( )。
COMP-0428,第四章 办公自动化,单项选择题,51. 想要在当前单元格输入一个数值型数据1/5，并按分数形式显示，应输入 ( )。 王老师使用 Excel2010 在新建工作簿中创建了结构如图4-11 所示的工作表，用于处理电子商务 19 (1)班的计算机基础课成绩。请结合所学知识回答下列问题。
COMP-0429,第四章 办公自动化,单项选择题,52. 如图4-11所示，要将 A1单元格的内容“计算机基础成绩表”在 A1至G1单元格区域水平居中，需要进行的操作是 ( )。
COMP-0430,第四章 办公自动化,单项选择题,53. 如图4-11所示， 该班50 名学生学号前6位均为201903， 后2位为顺序号 01——50。下列操作中可以快速填充所有学生学号的是 ( )。
COMP-0431,第四章 办公自动化,单项选择题,54. 如图4-11所示，除“总成绩”和“名次”两列之外，其他数据都输入完成后发现存在已重复输入的行，删除这些重复行的最优操作 ( )。
COMP-0432,第四章 办公自动化,单项选择题,55. 如图4-11所示， 要按照“平时成绩占20%”、期中成绩占20%、期末成绩占60%”的要求填充“总成绩”，并以“总成绩”从高到低填充“名次”，进行了如下操作： 步骤1: 在F3 单元格输入“= C3×0.2+ D3×0.2+E3×0.6”; 步骤2：拖动F3单元格填充柄至52行； 步骤3: 在G3 单元格输入“
COMP-0433,第四章 办公自动化,单项选择题,56. 在Excel2010某单元格中输入公式=LEFT(RIGHT(“ ABC DEF”， 4)，2)， 然后回车， 该单元格中显示的数据为 ( )。
COMP-0434,第四章 办公自动化,单项选择题,57. Excel2010中，如果单元格的数字格式数值为两位小数，此时输入三位小数，则编辑框中显示 ( )。
COMP-0435,第四章 办公自动化,单项选择题,58. 在Excel 2010中， 无法对工作表进行的操作是 ( ) 。
COMP-0436,第四章 办公自动化,单项选择题,59. Excel2010中， 使用升序、降序按钮做排序操作时， 活动单元格应选定 ( ) 。
COMP-0437,第四章 办公自动化,判断题,1. 在Excel的条件格式设定好之后还可以进行添加、更改或删除条件操作。
COMP-0438,第四章 办公自动化,判断题,2. 在Excel 的工作表中插入嵌入式图表后，可以改变图表标题的位置。
COMP-0439,第四章 办公自动化,判断题,3. 在Excel中，不能设置工作簿的自动保存时间间隔。
COMP-0440,第四章 办公自动化,判断题,4. 在Excel中，选中 D8单元格，在“页面布局”选项卡的“页面设置”组中单击“分隔符”，在出现的下拉列表中选择“插入分页符”命令，可同时插入水平、垂直两个分页符。
COMP-0441,第四章 办公自动化,判断题,5. Excel的公式只能计算数值型的单元格。
COMP-0442,第四章 办公自动化,判断题,6. Excel中，自动筛选的条件只能是一个，高级筛选的条件可以是多个。
COMP-0443,第四章 办公自动化,判断题,7. Excel 工作表窗口的拆分只能水平拆分。
COMP-0444,第四章 办公自动化,判断题,8. Excel中，高级筛选不需要建立条件区，只需要指定数据区域就可以。
COMP-0445,第四章 办公自动化,判断题,9. 排序时如果有多个关键字段，则所有关键字段必须选用相同的排序趋势(递增/递减 )。
COMP-0446,第四章 办公自动化,判断题,10. 在Excel中，输入公式必须以“=”开头，输入函数时直接输入函数名，而不需要以“=”开头。
COMP-0447,第四章 办公自动化,判断题,11. 在Excel中， [汇总表]销售!$ B$10是合法的单元格引用。
COMP-0448,第四章 办公自动化,判断题,12. Excel 工作表G8单元格的值为19681.029， 执行某些操作后， 在G8单元格中显示一串“#”符号，说明G8单元格的公式有错，无法计算。
COMP-0449,第四章 办公自动化,判断题,13. COUNT 函数用于计算区域中单元格个数。
